popularity,original_title,cast,runtime,genres,release_date,release_year,budget_adj,revenue_adj,profit,leading_actor
0,Angel Heart,Mickey Rourke|Robert De Niro|Lisa Bonet|Charlotte Rampling|Stocker Fontelieu,113,Horror|Mystery|Thriller,1987-03-06,1987,32624367,32980610,356243,Mickey Rourke
0,Over the Top,Sylvester Stallone|Robert Loggia|Rick Zumwalt|David Mendenhall|Bruce Way,93,Action|Drama,1987-02-13,1987,47977010,30815787,-17161223,Sylvester Stallone
0,The Lost Boys,Jason Patric|Corey Haim|Corey Feldman|Dianne Wiest|Kiefer Sutherland,97,Comedy|Horror,1987-07-31,1987,16312183,61837697,45525514,Jason Patric
0,Creepshow 2,George Kennedy|Dorothy Lamour|Lois Chiles|Tom Savini|Tom Wright,92,Horror,1987-05-01,1987,6716781,26867126,20150345,George Kennedy
0,Overboard,Goldie Hawn|Kurt Russell|Edward Herrmann|Katherine Helmond|Mike Hagerty,106,Comedy|Romance,1987-12-16,1987,3607882,51264754,47656872,Goldie Hawn
0,Barfly,Mickey Rourke|Faye Dunaway|Alice Krige|Jack Nance|J.C. Quinn,100,Comedy|Drama|Romance,1987-09-02,1987,5757241,6182448,425207,Mickey Rourke
0,Broadcast News,William Hurt|Albert Brooks|Holly Hunter|Robert Prosky|Lois Chiles,133,Comedy|Drama|Romance,1987-12-16,1987,38381608,98351728,59970120,William Hurt
0,Blind Date,Kim Basinger|Bruce Willis|John Larroquette|William Daniels|George Coe,95,Comedy|Romance,1987-03-27,1987,34543447,75461534,40918087,Kim Basinger
0,Dragnet,Dan Aykroyd|Tom Hanks|Christopher Plummer|Harry Morgan|Alexandra Paul,106,Action|Comedy|Crime,1987-06-25,1987,38381608,127951840,89570232,Dan Aykroyd
0,The Pick-up Artist,Molly Ringwald|Robert Downey Jr.|Dennis Hopper|Danny Aiello|Harvey Keitel,81,Romance|Comedy|Crime|Drama,1987-09-18,1987,28786206,25505285,-3280921,Molly Ringwald
0,Cherry 2000,Melanie Griffith|David Andrews|Pamela Gidley|Ben Johnson|Marshall Bell,99,Science Fiction,1987-11-12,1987,19190804,26867,-19163937,Melanie Griffith
0,No Way Out,Kevin Costner|Gene Hackman|Sean Young|Will Patton|Howard Duff,114,Crime|Drama|Action|Thriller|Mystery,1987-08-14,1987,28786206,68145615,39359409,Kevin Costner
0,The Secret of My Success,Michael J. Fox|Helen Slater|Richard Jordan|Margaret Whitton|John Pankow,111,Comedy,1987-04-10,1987,23028965,213011939,189982974,Michael J. Fox
0,Three Men and a Baby,Tom Selleck|Steve Guttenberg|Ted Danson|Nancy Travis|Margaret Colin,102,Family|Comedy|Drama,1987-11-27,1987,21109884,322405513,301295629,Tom Selleck
0,Prince of Darkness,Donald Pleasence|Lisa Blount|Victor Wong|Jameson Parker|Dennis Dun,101,Horror,1987-10-23,1987,5757241,27217342,21460101,Donald Pleasence
0,Hellraiser,Andrew Robinson|Clare Higgins|Ashley Laurence|Sean Chapman|Oliver Smith,94,Horror,1987-09-11,1987,1919080,27949539,26030459,Andrew Robinson
0,Mio min Mio,Nick Pickard|Christian Bale|Timothy Bottoms|Susannah York|Christopher Lee,99,Adventure|Drama|Fantasy|Family|Mystery,1987-07-01,1987,13817379,4413885,-9403494,Nick Pickard
0,La Bamba,Lou Diamond Phillips|Danielle von Zerneck|Elizabeth PeÃ±a|Rosanna DeSoto|Esai Morales,108,Drama|Music,1987-07-24,1987,12474022,104043744,91569722,Lou Diamond Phillips
0,Someone to Watch Over Me,Tom Berenger|Mimi Rogers|Lorraine Bracco|Jerry Orbach|John Rubinstein,106,Crime|Drama|Romance|Thriller,1987-10-09,1987,32624367,19725362,-12899005,Tom Berenger
0,Project X,Matthew Broderick|Helen Hunt|Willie|William Sadler|Johnny Ray McGhee,108,Action|Comedy|Drama|Science Fiction,1987-04-17,1987,34543447,35564947,1021500,Matthew Broderick
0,Throw Momma from the Train,Danny DeVito|Billy Crystal|Kim Greist|Anne Ramsey|Kate Mulgrew,88,Crime|Comedy,1987-12-11,1987,26867126,111145408,84278282,Danny DeVito
0,The Monster Squad,Andre Gower|Robby Kiger|Stephen Macht|Duncan Regehr|Ryan Lambert,82,Horror|Comedy|Action|Fantasy|Science Fiction,1987-08-14,1987,23028965,7234914,-15794051,Andre Gower
0,Can't Buy Me Love,Patrick Dempsey|Seth Green|Gerardo MejÃ­a|Courtney Gains|Sharon Farrell,94,Drama|Comedy|Romance|Family,1987-08-14,1987,3454344,60688679,57234335,Patrick Dempsey
0,Mannequin,Andrew McCarthy|Kim Cattrall|Estelle Getty|James Spader|G. W. Bailey,89,Fantasy|Comedy|Romance,1987-02-13,1987,11514482,81985411,70470929,Andrew McCarthy
0,Ernest Goes to Camp,Jim Varney|Victoria Racimo|John Vernon|Gailard Sartain|Daniel Butler,92,Comedy|Family,1987-05-22,1987,5757241,45116395,39359154,Jim Varney
0,"Silent Night, Deadly Night Part 2",Eric Freeman|James Newman|Elizabeth Kaitan|Jean Miller|Darrel Guilbeau,88,Comedy|Horror,1987-04-10,1987,479770,296158,-183612,Eric Freeman
3,2001: A Space Odyssey,Keir Dullea|Douglas Rain|Gary Lockwood|William Sylvester|Daniel Richter,149,Science Fiction|Mystery|Adventure,1968-04-05,1968,75227563,355546597,280319034,Keir Dullea
1,Planet of the Apes,Charlton Heston|Roddy McDowall|Kim Hunter|Maurice Evans|James Daly,112,Adventure|Science Fiction|Mystery,1968-02-07,1968,36359988,209354710,172994722,Charlton Heston
0,Bullitt,Steve McQueen|Jacqueline Bisset|Robert Vaughn|Don Gordon|Simon Oakland,113,Action|Crime|Drama|Thriller,1968-10-17,1968,34479299,265182633,230703334,Steve McQueen
0,Rosemary's Baby,Mia Farrow|John Cassavetes|Ruth Gordon|Sidney Blackmer|Maurice Evans,136,Horror|Drama|Mystery,1968-06-12,1968,20060683,209354710,189294027,Mia Farrow
0,Oliver!,Ron Moody|Shani Wallis|Oliver Reed|Harry Secombe|Mark Lester,153,Drama|Family|Music,1968-09-26,1968,62689636,105318588,42628952,Ron Moody
0,Hang 'em High,Clint Eastwood|Inger Stevens|Ed Begley|Pat Hingle|Ben Johnson,114,Western,1968-07-31,1968,11284134,42628952,31344818,Clint Eastwood
0,Where Eagles Dare,Richard Burton|Clint Eastwood|Mary Ure|Patrick Wymark|Michael Hordern,155,Adventure|Drama|Action|History|War,1968-12-04,1968,48271019,131648235,83377216,Richard Burton
0,The Green Berets,John Wayne|David Janssen|George Takei|Jack Soo|Jim Hutton,142,War|Drama,1968-07-04,1968,43882745,68958599,25075854,John Wayne
0,Charly,Cliff Robertson|Claire Bloom|Lilia Skala|Leon Janney|Ruth White,103,Drama|Romance|Science Fiction,1968-09-23,1968,5955515,5107111,-848404,Cliff Robertson
3,The Godfather: Part II,Al Pacino|Robert Duvall|Diane Keaton|Robert De Niro|John Cazale,200,Drama|Crime,1974-12-20,1974,57489690,210247939,152758249,Al Pacino
1,Chinatown,Jack Nicholson|Faye Dunaway|John Huston|Perry Lopez|John Hillerman,130,Crime|Drama|Mystery|Thriller,1974-06-20,1974,26533703,132668516,106134813,Jack Nicholson
1,The Man with the Golden Gun,Roger Moore|Christopher Lee|Britt Ekland|Maud Adams|HervÃ© Villechaize,125,Adventure|Action|Thriller,1974-12-01,1974,30955987,431491083,400535096,Roger Moore
1,Young Frankenstein,Gene Wilder|Peter Boyle|Marty Feldman|Madeline Kahn|Cloris Leachman,106,Comedy|Science Fiction,1974-12-15,1974,12382394,381525170,369142776,Gene Wilder
0,The Texas Chain Saw Massacre,Allen Danziger|Paul A. Partain|William Vail|Teri McMinn|Edwin Neal,83,Horror|Thriller,1974-10-01,1974,375894,136467258,136091364,Allen Danziger
0,The Conversation,Gene Hackman|John Cazale|Frederic Forrest|Cindy Williams|Harrison Ford,113,Crime|Drama|Mystery,1974-04-07,1974,7075654,19546494,12470840,Gene Hackman
0,Blazing Saddles,Cleavon Little|Gene Wilder|Harvey Korman|Slim Pickens|Madeline Kahn,93,Comedy|Western,1974-02-07,1974,11497938,528462924,516964986,Cleavon Little
0,Airport 1975,"Charlton Heston|Karen Black|George Kennedy|Gloria Swanson|Efrem Zimbalist, Jr.",107,Action|Adventure|Drama|Thriller,1974-10-18,1974,13266851,207847342,194580491,Charlton Heston
0,The Sugarland Express,Goldie Hawn|William Atherton|Ben Johnson|Louise Latham|Michael Sacks,110,Action|Crime|Drama,1974-04-05,1974,13266851,56605233,43338382,Goldie Hawn
0,The Great Gatsby,Robert Redford|Mia Farrow|Bruce Dern|Karen Black|Sam Waterston,144,Drama|Romance,1974-03-27,1974,28744845,117337342,88592497,Robert Redford
0,Death Wish,Charles Bronson|Hope Lange|Vincent Gardenia|Steven Keats|William Redfield,93,Action|Crime|Drama|Thriller,1974-07-24,1974,13266851,97290245,84023394,Charles Bronson
0,The Towering Inferno,Steve McQueen|Paul Newman|Faye Dunaway|Robert Vaughn|William Holden,159,Action|Thriller,1974-12-14,1974,61911974,512984931,451072957,Steve McQueen
0,Earthquake,Charlton Heston|Ava Gardner|George Kennedy|Lorne Greene|GeneviÃ¨ve Bujold,123,Action|Drama|Thriller,1974-11-15,1974,30955987,352308556,321352569,Charlton Heston
3,One Flew Over the Cuckoo's Nest,Jack Nicholson|Louise Fletcher|Danny DeVito|William Redfield|Scatman Crothers,133,Drama,1975-11-18,1975,12155463,441572637,429417174,Jack Nicholson
2,Jaws,Roy Scheider|Robert Shaw|Richard Dreyfuss|Lorraine Gary|Murray Hamilton,124,Horror|Thriller|Adventure,1975-06-18,1975,28362748,1907005841,1878643093,Roy Scheider
2,Monty Python and the Holy Grail,Graham Chapman|John Cleese|Eric Idle|Michael Palin|Terry Gilliam,91,Adventure|Comedy|Fantasy,1975-03-13,1975,1620728,20376397,18755669,Graham Chapman
1,The Rocky Horror Picture Show,Tim Curry|Susan Sarandon|Barry Bostwick|Richard O'Brien|Patricia Quinn,100,Comedy|Horror|Music|Science Fiction,1975-08-14,1975,4862185,457419488,452557303,Tim Curry
1,Barry Lyndon,Ryan O'Neal|Marisa Berenson|Hardy KrÃ¼ger|Diana KÃ¶rner|Frank Middlemass,184,Drama|Romance|War,1975-12-18,1975,44570032,81036423,36466391,Ryan O'Neal
0,The Return of the Pink Panther,Peter Sellers|Christopher Plummer|Herbert Lom|Catherine Schell|Peter Arne,113,Comedy,1975-05-21,1975,20259105,169501241,149242136,Peter Sellers
0,Hard Times,Charles Bronson|James Coburn|Jill Ireland|Strother Martin|Margaret Blye,93,Drama,1975-09-04,1975,10939917,20259105,9319188,Charles Bronson
0,Tommy,Oliver Reed|Ann-Margret|Roger Daltrey|Elton John|Eric Clapton,111,Drama|Music,1975-03-19,1975,20259105,138781054,118521949,Oliver Reed
0,Dog Day Afternoon,Al Pacino|John Cazale|Charles Durning|Chris Sarandon|James Broderick,125,Crime|Drama|Thriller,1975-08-11,1975,7293278,189081703,181788425,Al Pacino
3,Dr. No,Sean Connery|Ursula Andress|Joseph Wiseman|Jack Lord|Bernard Lee,110,Adventure|Action|Thriller,2062-10-04,1962,7929293,429623553,421694260,Sean Connery
1,Lawrence of Arabia,Peter O'Toole|Alec Guinness|Anthony Quinn|Jack Hawkins|Omar Sharif,216,Adventure|Drama|History|War,2062-12-10,1962,108126733,504591421,396464688,Peter O'Toole
0,To Kill a Mockingbird,Gregory Peck|John Megna|Frank Overton|Rosemary Murphy|Ruth White,129,Crime|Drama,2062-12-25,1962,14416897,94645823,80228926,Gregory Peck
0,How the West Was Won,Carroll Baker|Lee J. Cobb|Henry Fonda|Carolyn Jones|Karl Malden,162,Western|Action|Adventure|Drama,2062-11-01,1962,108126733,360422443,252295710,Carroll Baker
0,The Man Who Shot Liberty Valance,John Wayne|James Stewart|Vera Miles|Lee Marvin|Edmond O'Brien,123,Western,2062-04-22,1962,23067036,57667591,34600555,John Wayne
0,Birdman of Alcatraz,Burt Lancaster|Karl Malden|Thelma Ritter|Neville Brand|Betty Field,143,Drama,2062-07-03,1962,19102389,22346191,3243802,Burt Lancaster
0,The Miracle Worker,Anne Bancroft|Patty Duke|Victor Jory|Inga Swenson|Andrew Prine,106,Drama,2062-05-22,1962,3604224,18021122,14416898,Anne Bancroft
3,Goldfinger,Sean Connery|Honor Blackman|Gert FrÃ¶be|Shirley Eaton|Tania Mallet,110,Adventure|Action|Thriller,2064-09-17,1964,24605935,878080399,853474464,Sean Connery
2,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Peter Sellers|George C. Scott|Sterling Hayden|Keenan Wynn|Slim Pickens,95,Drama|Comedy|War,2064-01-29,1964,12654481,66367636,53713155,Peter Sellers
1,Mary Poppins,Julie Andrews|Dick Van Dyke|David Tomlinson|Glynis Johns|Hermione Baddeley,139,Comedy|Music|Family|Fantasy,2064-08-27,1964,42181604,719004619,676823015,Julie Andrews
0,A Hard Day's Night,John Lennon|Paul McCartney|George Harrison|Ringo Starr|Wilfrid Brambell,88,Comedy|Music,2064-07-06,1964,3515133,7034127,3518994,John Lennon
0,Marnie,Tippi Hedren|Sean Connery|Diane Baker|Martin Gabel|Louise Latham,130,Crime|Drama|Mystery|Thriller,2064-07-09,1964,15010752,49211871,34201119,Tippi Hedren
0,My Fair Lady,Audrey Hepburn|Rex Harrison|Stanley Holloway|Wilfrid Hyde-White|Gladys Cooper,170,Drama|Family|Music|Romance,2064-10-21,1964,119514545,506179253,386664708,Audrey Hepburn
0,The Night of the Iguana,Richard Burton|Ava Gardner|Deborah Kerr|Sue Lyon|Skip Ward,125,Drama|Romance,2064-08-06,1964,21090802,84363208,63272406,Richard Burton
3,A Clockwork Orange,Malcolm McDowell|Patrick Magee|Adrienne Corri|Michael Bates|Warren Clarke,136,Science Fiction|Drama,1971-12-18,1971,11847428,143186947,131339519,Malcolm McDowell
2,Willy Wonka & the Chocolate Factory,Gene Wilder|Jack Albertson|Peter Ostrum|Roy Kinnear|Denise Nickerson,100,Family|Fantasy,1971-06-29,1971,16155584,21540779,5385195,Gene Wilder
1,Diamonds Are Forever,Sean Connery|Jill St. John|Charles Gray|Lana Wood|Jimmy Dean,120,Adventure|Action|Thriller|Science Fiction,1971-12-13,1971,38773403,624682610,585909207,Sean Connery
0,Dirty Harry,Clint Eastwood|Harry Guardino|Reni Santoni|John Vernon|Andrew Robinson,102,Action|Crime|Thriller,1971-12-22,1971,21540779,193737772,172196993,Clint Eastwood
0,Escape from the Planet of the Apes,Roddy McDowall|Kim Hunter|Bradford Dillman|Natalie Trundy|Eric Braeden,98,Action|Science Fiction,1971-05-20,1971,13462987,66501260,53038273,Roddy McDowall
0,Straw Dogs,Dustin Hoffman|Susan George|Peter Vaughan|T. P. McKenna|Del Henney,118,Crime|Drama|Thriller|Mystery,1971-12-29,1971,11847428,17511544,5664116,Dustin Hoffman
0,THX 1138,Robert Duvall|Donald Pleasence|Don Pedro Colley|Maggie McOmie|Ian Wolfe,86,Drama|Mystery|Science Fiction|Thriller,1971-03-11,1971,4184296,13123720,8939424,Robert Duvall
0,The French Connection,Gene Hackman|Fernando Rey|Roy Scheider|Tony Lo Bianco|Marcel Bozzuffi,104,Action|Crime|Thriller,1971-10-09,1971,9693350,221647928,211954578,Gene Hackman
0,Play Misty for Me,Clint Eastwood|Jessica Walter|John Larch|Donna Mills|Jack Ging,102,Crime|Drama|Romance|Thriller,1971-11-03,1971,3904266,57083066,53178800,Clint Eastwood
0,Shaft,Richard Roundtree|Moses Gunn|Charles Cioffi|Christopher St. John|Gwenn Mitchell,100,Adventure|Action|Thriller|Crime,1971-07-02,1971,21540779,65277275,43736496,Richard Roundtree
0,Fiddler on the Roof,Chaim Topol|Norma Crane|Leonard Frey|Molly Picon|Paul Mann,181,Drama|Music|Romance,1971-11-03,1971,48466754,56029345,7562591,Chaim Topol
0,The Last Picture Show,Timothy Bottoms|Jeff Bridges|Cybill Shepherd|Ben Johnson|Cloris Leachman,118,Drama,1971-10-03,1971,7000753,156886883,149886130,Timothy Bottoms
0,Vanishing Point,Barry Newman|Cleavon Little|Dean Jagger|Victoria Medlin|Gilda Texter,99,Action|Thriller|Drama,1971-01-15,1971,7000753,389168143,382167390,Barry Newman
2,Total Recall,Arnold Schwarzenegger|Sharon Stone|Rachel Ticotin|Ronny Cox|Michael Ironside,113,Action|Adventure|Science Fiction,1990-06-01,1990,108478405,436113096,327634691,Arnold Schwarzenegger
2,Goodfellas,Robert De Niro|Ray Liotta|Joe Pesci|Lorraine Bracco|Paul Sorvino,146,Drama|Crime,1990-09-12,1990,41722463,78165189,36442726,Robert De Niro
2,Die Hard 2,Bruce Willis|Bonnie Bedelia|William Atherton|Reginald VelJohnson|Franco Nero,124,Action|Thriller,1990-07-02,1990,116822897,400587542,283764645,Bruce Willis
2,Back to the Future Part III,Michael J. Fox|Christopher Lloyd|Mary Steenburgen|Thomas F. Wilson|Lea Thompson,118,Adventure|Action|Comedy|Science Fiction|Family,1990-05-25,1990,66755941,408091726,341335785,Michael J. Fox
2,Edward Scissorhands,Johnny Depp|Winona Ryder|Dianne Wiest|Alan Arkin|Anthony Michael Hall,105,Fantasy|Drama|Romance,1990-12-05,1990,33377970,88451622,55073652,Johnny Depp
2,Pretty Woman,Julia Roberts|Richard Gere|Ralph Bellamy|Jason Alexander|HÃ©ctor Elizondo,119,Romance|Comedy,1990-03-23,1990,23364579,772700024,749335445,Julia Roberts
1,The Godfather: Part III,Al Pacino|Diane Keaton|Andy GarcÃ­a|Talia Shire|Sofia Coppola,162,Drama|Action|Thriller|Crime,1990-12-24,1990,90120521,228248681,138128160,Al Pacino
1,Dances with Wolves,Kevin Costner|Mary McDonnell|Graham Greene|Rodney A. Grant|Floyd Red Crow Westerman,181,Adventure|Drama|Western,1990-11-09,1990,36715767,707961527,671245760,Kevin Costner
1,Ghost,Patrick Swayze|Demi Moore|Tony Goldwyn|Whoopi Goldberg|Vincent Schiavelli,127,Fantasy|Drama|Thriller|Mystery|Romance,1990-07-12,1990,36715767,842793762,806077995,Patrick Swayze
1,Teenage Mutant Ninja Turtles,Judith Hoag|Elias Koteas|Josh Pais|Brian Tochi|Leif Tilden,93,Science Fiction|Action|Adventure|Comedy|Family,1990-03-30,1990,22530130,337060620,314530490,Judith Hoag
1,Misery,James Caan|Kathy Bates|Richard Farnsworth|Frances Sternhagen|Lauren Bacall,107,Horror|Thriller,1990-11-28,1990,33377970,102264882,68886912,James Caan
1,Rocky V,Sylvester Stallone|Talia Shire|Burt Young|Sage Stallone|Burgess Meredith,104,Drama,1990-10-18,1990,70093738,200178301,130084563,Sylvester Stallone
1,Child's Play 2,Alex Vincent|Jenny Agutter|Gerrit Graham|Christine Elise|Brad Dourif,84,Drama|Horror,1990-11-09,1990,21695681,59685828,37990147,Alex Vincent
1,The Hunt for Red October,Alec Baldwin|Sean Connery|Scott Glenn|Sam Neill|James Earl Jones,134,Action|Adventure|Thriller,1990-03-02,1990,50,333,283,Alec Baldwin
1,Predator 2,Kevin Peter Hall|Danny Glover|Gary Busey|RubÃ©n Blades|MarÃ­a Conchita Alonso,108,Science Fiction|Action|Thriller,1990-11-20,1990,58411448,95328015,36916567,Kevin Peter Hall
1,Days of Thunder,Tom Cruise|Robert Duvall|Nicole Kidman|Randy Quaid|Cary Elwes,107,Adventure,1990-06-27,1990,100133912,263553680,163419768,Tom Cruise
0,Miller's Crossing,Gabriel Byrne|Marcia Gay Harden|John Turturro|Jon Polito|J.E. Freeman,115,Drama|Thriller|Crime,1990-09-21,1990,23364579,8478687,-14885892,Gabriel Byrne
0,Gremlins 2: The New Batch,Zach Galligan|Phoebe Cates|John Glover|Robert Prosky|Robert Picardo,106,Comedy|Horror|Fantasy,1990-06-15,1990,83444927,69229594,-14215333,Zach Galligan
0,Tremors,Kevin Bacon|Fred Ward|Finn Carter|Michael Gross|Reba McEntire,96,Action|Horror,1990-01-19,1990,18357883,81061739,62703856,Kevin Bacon
0,RoboCop 2,Peter Weller|Belinda Bauer|John Glover|Gabriel Damon|Mario Machado,117,Action|Adventure|Crime|Science Fiction|Thriller,1990-06-22,1990,58411448,76237242,17825794,Peter Weller
0,The Neverending Story II: The Next Chapter,Jonathan Brandis|Kenny Morrison|Clarissa Burt|John Wesley Shipp|Martin Umbach,89,Drama|Family|Fantasy|Adventure,1990-10-24,1990,53404753,27175788,-26228965,Jonathan Brandis
0,Another 48 Hrs.,Eddie Murphy|Nick Nolte|Brion James|Kevin Tighe|Ed O'Ross,95,Thriller|Action|Comedy|Crime|Drama,1990-06-08,1990,63418144,256207591,192789447,Eddie Murphy
0,Lionheart,Jean-Claude Van Damme|Harrison Page|Deborah Rennard|Ashley Johnson|Brian Thompson,105,Action|Thriller,1990-06-07,1990,10013391,40184066,30170675,Jean-Claude Van Damme
0,Death Warrant,Jean-Claude Van Damme|Robert Guillaume|Cynthia Gibb|Patrick Kilpatrick|Art LaFleur,93,Action|Crime|Drama|Mystery|Thriller,1990-09-14,1990,6675594,28126759,21451165,Jean-Claude Van Damme
0,Wild at Heart,Nicolas Cage|Laura Dern|Willem Dafoe|J.E. Freeman|Crispin Glover,124,Comedy|Crime|Thriller,1990-05-01,1990,15854536,24299574,8445038,Nicolas Cage
0,Flatliners,Kiefer Sutherland|Julia Roberts|Kevin Bacon|William Baldwin|Oliver Platt,115,Drama|Horror|Science Fiction|Thriller,1990-08-09,1990,43391362,102619344,59227982,Kiefer Sutherland
0,Jacob's Ladder,Tim Robbins|Elizabeth PeÃ±a|Danny Aiello|Matt Craven|Pruitt Taylor Vince,113,Drama|Mystery|Horror,1990-11-02,1990,41722463,43333190,1610727,Tim Robbins
0,Cry-Baby,Johnny Depp|Amy Locane|Polly Bergen|Susan Tyrrell|Traci Lords,85,Music|Comedy,1990-04-05,1990,18357883,13795687,-4562196,Johnny Depp
0,Mo' Better Blues,Denzel Washington|Spike Lee|Wesley Snipes|Giancarlo Esposito|John Turturro,129,Drama|Romance,1990-08-03,1990,16688985,26958707,10269722,Denzel Washington
0,Dark Angel,Dolph Lundgren|Brian Benben|Betsy Brantley|Matthias Hues|Jay Bilas,91,Action|Thriller|Science Fiction|Crime|Horror,1990-01-26,1990,11682289,15402933,3720644,Dolph Lundgren
0,Dick Tracy,Warren Beatty|Al Pacino|Madonna|Charlie Korsmo|Glenne Headly,103,Adventure|Action|Comedy|Thriller|Crime,1990-06-15,1990,78438231,173129408,94691177,Warren Beatty
0,Darkman,Liam Neeson|Frances McDormand|Colin Friels|Larry Drake|Nelson Mashita,96,Action|Science Fiction|Crime,1990-08-24,1990,26702376,81573260,54870884,Liam Neeson
0,Night of the Living Dead,Patricia Tallman|Tony Todd|Tom Towles|McKee Anderson|Bill Moseley,88,Horror,1990-10-19,1990,7009373,9738435,2729062,Patricia Tallman
0,The Bonfire of the Vanities,Tom Hanks|Bruce Willis|Melanie Griffith|Kim Cattrall|Saul Rubinek,125,Comedy|Drama,1990-12-21,1990,78438231,26187007,-52251224,Tom Hanks
0,Marked for Death,Steven Seagal|Basil Wallace|Keith David|Tom Wright|Joanna Pacula,94,Action|Thriller,1990-10-05,1990,20026782,76843431,56816649,Steven Seagal
0,Kindergarten Cop,Arnold Schwarzenegger|Penelope Ann Miller|Pamela Reed|Linda Hunt|Richard Tyson,111,Comedy,1990-12-21,1990,25033478,337046890,312013412,Arnold Schwarzenegger
0,King of New York,Christopher Walken|David Caruso|Laurence Fishburne|Victor Argo|Wesley Snipes,103,Thriller|Crime,1990-07-18,1990,1668898,4263161,2594263,Christopher Walken
0,Graveyard Shift,David Andrews|Kelly Wolf|Stephen Macht|Robert Alan Beuth|Andrew Divoff,89,Drama|Horror,1990-10-26,1990,17523434,19330669,1807235,David Andrews
0,The Sheltering Sky,Debra Winger|John Malkovich|Campbell Scott|Jill Bennett|Timothy Spall,138,Adventure|Drama|Romance,1990-10-24,1990,41722463,3463104,-38259359,Debra Winger
0,Hardware,Dylan McDermott|Stacey Travis|William Hootkins|Carl McCoy|Iggy Pop,93,Horror|Science Fiction|Thriller,1990-09-14,1990,2503347,9561041,7057694,Dylan McDermott
0,Tales from the Darkside: The Movie,Rae Dawn Chong|Christian Slater|Deborah Harry|Steve Buscemi|David Johansen,93,Fantasy|Horror|Comedy,1990-05-03,1990,5,26,21,Rae Dawn Chong
0,Hard to Kill,Steven Seagal|Kelly LeBrock|William Sadler|Frederick Coffin|Bonnie Burroughs,96,Action|Thriller,1990-02-09,1990,16688985,79122479,62433494,Steven Seagal
0,The Rescuers Down Under,Bob Newhart|Eva Gabor|John Candy|Tristan Rogers|Adam Ryen,77,Adventure|Animation|Crime|Family|Fantasy,1990-11-16,1990,63302990,46614774,-16688216,Bob Newhart
0,Frankenhooker,Patty Mullen|James Lorinz|Joanne Ritchie|J.J. Clark|Helmar Augustus Cooper,85,Comedy|Horror|Science Fiction,1990-06-01,1990,4172246,342237,-3830009,Patty Mullen
0,Nightbreed,Craig Sheffer|Anne Bobby|David Cronenberg|Charles Haid|Hugh Quarshie,102,Action|Drama|Fantasy|Horror,1990-02-16,1990,18357883,14790369,-3567514,Craig Sheffer
0,The Two Jakes,Jack Nicholson|Harvey Keitel|Meg Tilly|Madeleine Stowe|RubÃ©n Blades,138,Crime|Drama|Mystery,1990-08-10,1990,31709072,16688985,-15020087,Jack Nicholson
0,The Adventures of Ford Fairlane,Andrew Dice Clay|Wayne Newton|Priscilla Presley|Morris Day|Lauren Holly,104,Action|Comedy|Thriller|Crime|Mystery,1990-07-11,1990,81776028,34084564,-47691464,Andrew Dice Clay
0,Mr. Destiny,Jim Belushi|Michael Caine|Linda Hamilton|Jon Lovitz|Rene Russo,110,Fantasy|Comedy|Science Fiction|Romance,1990-10-12,1990,33377970,25666412,-7711558,Jim Belushi
0,Postcards from the Edge,Meryl Streep|Shirley MacLaine|Dennis Quaid|Gene Hackman|Richard Dreyfuss,101,Comedy|Drama,1990-09-12,1990,36715767,65206541,28490774,Meryl Streep
0,Paris is Burning,Dorian Corey|Pepper LaBeija|Willi Ninja|Octavia St. Laurent|Anji Xtravaganza,71,Documentary,1990-03-13,1990,834449,6307802,5473353,Dorian Corey
0,Home Alone,Macaulay Culkin|Joe Pesci|Daniel Stern|John Heard|Catherine O'Hara,103,Comedy|Family,1990-11-09,1990,30040173,795538358,765498185,Macaulay Culkin
0,Mermaids,Cher|Winona Ryder|Christina Ricci|Bob Hoskins|Michael Schoeffling,110,Comedy|Drama|Romance,1990-12-14,1990,51735854,59111379,7375525,Cher
0,House Party,Christopher Reid|Martin Lawrence|Christopher Martin|Robin Harris|Tisha Campbell-Martin,100,Comedy|Drama,1990-03-09,1990,4172246,44035556,39863310,Christopher Reid
2,One Hundred and One Dalmatians,Rod Taylor|J. Pat O'Malley|Betty Lou Gerson|Martha Wentworth|Ben Wright,79,Adventure|Animation|Comedy|Family,2061-01-25,1961,29179444,1574814739,1545635295,Rod Taylor
1,Breakfast at Tiffany's,Audrey Hepburn|George Peppard|Patricia Neal|Buddy Ebsen|Martin Balsam,110,Comedy|Drama|Romance,2061-10-05,1961,18237153,69301181,51064028,Audrey Hepburn
0,West Side Story,Natalie Wood|Richard Beymer|Russ Tamblyn|Rita Moreno|George Chakiris,152,Music|Crime|Drama,2061-10-18,1961,43769167,318470457,274701290,Natalie Wood
0,The Guns of Navarone,Gregory Peck|David Niven|Anthony Quinn|Stanley Baker|Anthony Quayle,158,Action|Adventure|Drama|War,2061-04-27,1961,43769167,210821488,167052321,Gregory Peck
0,Judgment at Nuremberg,Spencer Tracy|Burt Lancaster|Richard Widmark|Marlene Dietrich|Maximilian Schell,186,Drama|History,2061-12-01,1961,21884583,72948612,51064029,Spencer Tracy
0,King of Kings,Jeffrey Hunter|SiobhÃ¡n McKenna|Hurd Hatfield|Viveca Lindfors|Robert Ryan,168,Drama,2061-10-11,1961,36744215,105654042,68909827,Jeffrey Hunter
